"","Tcm_ctr1","Tcm_ctr2","Tcm_ctr3","Tem_ctr2","Tem_ctr3","Tcm_irr1","Tcm_irr2","Tcm_irr3","Tem_irr2","Tem_irr3"
"Fcer1g",20376,8437,16800,5174,7235,27510,27485,9853,21572,6138
"Ppox",2787,2869,4192,2472,2291,1275,2175,1648,2151,2682
"Tomm40l",701,787,1216,1259,841,840,857,1236,1524,1705
"Nit1",720,693,1180,1060,745,1174,921,713,1299,1392
"Dedd",2021,2683,3202,2184,2561,1663,1723,1621,2531,2627
"Usf1",3772,3744,7283,4785,4717,3879,3512,2997,5017,4713
"Klhdc9",324,236,216,220,279,233,277,151,121,358
"Nectin4",166,161,236,142,389,902,1010,225,425,486
"Pfdn2",1136,1405,1478,2174,2173,1268,1769,1384,1845,2565
"Tstd1",294,216,83,38,96,61,104,68,30,68
"Arhgap30",13929,21193,19518,19847,21048,16913,18576,14193,11024,16206
"Alyref2",638,509,930,808,1052,601,647,298,1222,750
"Slamf7",4312,5430,6420,11388,15054,9514,6358,8354,10370,16791
"Ly9",6223,6310,9066,16627,16756,9289,9516,8574,10564,16363
"Slamf1",1538,1495,2157,2091,1782,1142,1070,1471,1455,3641
"Cd84",6592,6342,6250,7235,8671,6966,8782,6905,8226,7080
"Slamf6",5059,5497,9170,3891,3408,4886,5527,5380,5986,7293
"Ncstn",6766,8578,9850,9226,8947,9354,9126,6699,12488,12132
"Pea15a",5474,7528,8495,13264,15558,8151,7928,6698,10311,10879
"Pex19",2278,2737,3112,2904,2656,3066,2258,3313,3494,3779
"Dcaf8",7910,8795,7993,7896,8664,7509,7560,6105,6965,10211
"Igsf8",2315,2918,2477,1845,2233,4157,4170,1863,2813,1934
"Pigm",1290,1270,1122,1380,1204,1642,1470,1724,1277,1932
"Slamf9",376,51,266,166,98,222,370,86,472,47
"Tagln2",16382,24265,33260,44899,45666,28271,20775,29067,34212,45719
"Slamf8",1735,692,1203,338,380,1016,1126,424,1231,242
"Dusp23",380,240,296,222,194,290,472,204,352,176
"Ackr1",54,132,177,188,74,0,0,0,0,0
"Ifi214",1045,1903,2022,2957,1951,2898,3780,4143,4158,4277
"Ifi209",12152,19443,19510,19827,16288,23526,20436,24318,25967,26703
"Ifi213",1478,981,1173,1720,1222,3858,2836,3647,2617,2759
"Ifi208",2287,6175,6331,11534,8686,10866,11404,13289,11612,16229
"Ifi204",1490,502,991,156,728,5186,4741,1933,4345,2455
"Ifi207",1018,915,1473,514,1884,6060,5629,1493,3913,923
"Mndal",8277,8351,8073,9679,7470,12661,12226,13187,12625,13115
"Ifi211",393,265,212,295,139,1777,1141,1152,1180,864
"Ifi205",736,311,481,350,216,641,621,96,421,117
"Fh1",3366,3891,5536,3717,3066,2352,2219,2223,2921,3857
"Chml",60,86,92,318,98,125,58,10,12,30
"Zbtb18",844,1124,639,302,202,405,419,509,148,56
"Adss",5039,5270,3943,5844,4548,4229,4346,6082,4302,6581
"Desi2",2689,2410,1893,2341,2727,3212,2562,3090,2310,2476
"Hnrnpu",32262,34038,32533,45933,39527,33735,33871,35912,32235,47117
"Cox20",1920,2043,2003,2716,2469,2307,2233,2713,3179,3262
"Tfb2m",1794,1076,1200,1582,1338,1333,1075,847,1174,967
"Ahctf1",3383,3835,1563,3193,3024,3197,2214,2936,1744,2238
"Coq8a",2424,2934,4417,1278,1224,1855,1584,542,1597,1246
"Psen2",2190,3047,2818,1781,1723,1678,2218,1019,1335,2075
"Parp1",7336,10665,12748,5341,4573,4548,3891,4000,2562,4665
"Lin9",1621,920,979,944,840,440,501,637,409,1019
"Sde2",2662,4263,4297,4792,5016,3315,4065,4790,3922,4988
"H3f3a",19597,19910,28006,15372,15607,12579,11420,9699,14575,14340
"Tmem63a",2542,2843,3559,3668,3031,2368,2921,2541,2339,3014
"Lefty1",80,104,154,42,0,117,122,12,86,107
"Pycr2",2697,4697,5497,4578,4823,3661,3126,3823,6003,5510
"Cnih4",2228,1660,1661,2134,1873,1579,1800,1359,1729,1861
"Wdr26",4722,3356,2279,2858,2958,2598,2987,4137,3132,1472
"Lbr",18540,25073,23383,29911,30463,19691,19582,24006,26905,35206
"Srp9",4444,4927,4950,6314,6764,4640,4507,4803,8649,6963
"Degs1",7701,6808,8274,10921,9913,8637,7604,7786,8948,11800
"Capn2",5485,5994,8159,16758,20212,6133,8754,7288,9903,14469
"Mia3",4654,6607,5993,8188,6403,5420,6918,5576,4742,6854
"Brox",3590,5031,4440,3675,4402,5380,4478,3868,4238,5283
"Aida",1653,1869,600,703,833,1527,1607,1481,1049,1017
"Taf1a",929,1748,977,1099,948,959,1247,1089,2314,1447
"1700056E22Rik",26,50,63,32,46,24,104,95,74,84
"Hlx",406,206,156,76,43,217,313,79,170,88
"Iars2",2795,3092,2931,3270,3392,2987,3437,2253,2732,3651
"Mir215",17,0,7,12,9,0,2,23,0,0
"Eprs",7408,9154,7480,8206,8074,8149,7648,8101,7951,7796
"Rrp15",1443,1651,1496,1749,1469,1347,1439,2134,1857,1886
"Smyd2",643,573,618,368,280,1130,960,1434,676,578
"Angel2",4523,5262,4385,4206,4507,3332,3819,3998,4566,4586
"Nsl1",222,317,342,794,481,259,599,214,374,138
"Nenf",306,368,606,240,374,730,656,327,726,262
"Ints7",2521,3676,3038,3009,3338,2365,2274,2091,1595,2630
"Nek2",192,243,385,392,307,95,80,71,0,48
"Slc30a1",443,474,86,104,64,270,400,255,440,97
"Rcor3",1304,817,840,1328,1388,458,746,871,1402,795
"A130010J15Rik",810,438,487,830,357,227,679,732,668,739
"Hsd11b1",4799,10779,9676,18104,19648,11470,9947,13829,16122,20856
"G0s2",582,906,826,1768,1731,822,696,804,1210,1400
"Cr1l",4569,7053,6389,7205,6059,7115,6477,6814,10347,10528
"Pfkfb3",3626,1238,1405,1283,1092,2183,2031,1010,1054,1239
"Acbd5",3890,3754,1898,2212,2905,4045,3145,2154,3425,2258
"Pip4k2a",15129,11173,4860,3950,3751,6993,11786,4869,4238,2311
"Crat",2020,2086,3173,1449,849,2038,1330,302,1076,800
"Qsox2",186,1036,866,871,602,922,930,1018,897,1220
"Zeb2",2264,1901,3460,9883,10245,3105,2711,1566,3024,5975
"Rbms1",6109,5689,6210,8197,8972,6522,6888,6716,7671,8191
"Spc25",766,594,509,324,334,229,437,287,581,555
"Slc25a12",2380,4097,4241,4119,4991,4171,3576,4002,4919,5541
"Ddb2",1349,1445,1765,1346,701,680,1028,767,1639,1096
"Ttc17",1419,3089,1954,2674,2240,2355,3229,3629,1829,3086
"Immp1l",2120,2352,2281,3531,3477,2307,2466,2501,3370,3211
"Slc30a4",945,474,287,408,513,413,837,466,309,287
"Snap23",5275,4779,4977,4017,4079,9003,8510,4991,6966,4569
"Slc23a2",1699,1977,2711,2640,1870,2314,2332,2620,2646,2638
"Siglec1",76,208,855,460,253,2290,2329,358,341,262
"Itch",7363,5949,5857,8355,7382,8650,8836,6339,5230,7422
"Rpn2",11693,17941,20407,17960,21138,19531,17852,19035,25201,25882
"Rae1",3852,5448,6939,6937,6550,5500,4615,5112,6221,7914
"Kin",1143,1144,1059,1390,1012,954,1035,1160,1212,1541
"Prkcq",8421,16040,15141,26575,27516,22372,19889,25868,28563,36190
"Il2ra",487,446,761,1534,1445,1626,1641,2037,1810,2732
"Rsu1",2635,3248,3973,5185,5634,4752,4693,4176,6667,5623
"Mrc1",12503,6488,8049,3919,7557,16967,16824,4633,8228,2630
"Pnpla7",4017,5313,5710,6046,5306,4766,6516,3235,4299,4202
"Edf1",5616,9248,10933,7728,8764,7462,7428,6948,10170,10745
"Gpsm1",731,1071,1047,984,946,573,993,587,634,796
"Notch1",2051,3112,1939,3768,2429,2528,3372,5480,2209,3733
"Wdr5",2498,1982,2490,3296,2622,2184,1951,2401,2704,3198
"Gtf3c4",494,1858,1108,758,1373,1040,1446,1612,438,855
"Gtf3c5",1028,873,1607,1407,1357,1231,1486,1036,1175,2136
"Rapgef1",3529,4230,1622,1408,1489,1930,2452,3186,1237,1216
"Sptan1",6134,8203,4734,5215,6648,5110,5517,6332,3345,4430
"Phyhd1",257,275,610,316,262,504,246,152,627,167
"Fnbp1",6310,8264,7760,9155,10607,9022,8004,10260,7254,11337
"Gpr107",789,2596,2722,1327,1600,1920,1735,1656,1848,2955
"1700001O22Rik",6,341,90,267,247,220,298,287,329,359
"Abl1",4702,2762,1666,1202,1163,2215,2503,1649,1304,1072
"Ciz1",2296,5236,5241,4499,4423,2483,3727,2691,4174,4990
"Fubp3",1189,669,708,676,659,1042,1045,943,1494,800
"Pomt1",755,461,949,738,508,644,523,261,985,889
"Nup214",2566,6130,3335,4164,3141,4585,4967,4065,2429,2954
"Cntrl",4291,5642,3588,5338,6222,4275,5168,6159,3963,3424
"Psmd5",5119,6879,7540,7674,7744,5275,4854,5471,9322,9761
"Gapvd1",4761,6931,5683,7000,6737,5979,6186,4527,4570,5997
"Gsn",6962,4851,8738,2517,3440,3650,3793,2140,2782,2282
"Ndufa8",3437,4696,5997,5017,5211,4751,4315,4314,7897,6584
"Rabgap1",2017,3019,3345,2271,3660,3185,3244,3116,2596,3928
"Pdcl",2719,2152,2040,3865,3748,2702,2448,2930,2996,2844
"Golga1",1398,1787,1265,2221,1701,1651,1178,1511,1429,1576
"Arl6ip6",1661,1288,1070,1730,1664,611,787,1393,1724,1364
"Gpd2",3099,2878,2892,3464,3036,1812,2359,2599,1498,2406
"Psmd14",6684,6251,6875,8041,8607,6916,7108,7471,10408,10126
"Tank",5929,4176,4382,2318,2540,3196,2600,2667,3324,2687
"Dpp4",9825,8366,9114,7870,8694,7848,7301,9493,7017,9456
"Ppig",4217,4031,3264,4829,5297,4416,3400,3995,4606,4441
"Tlk1",2181,3146,1534,2665,2182,2467,2626,3498,2166,2072
"Hat1",2970,3225,3134,4086,3854,3503,3033,3268,4738,4819
"Mir5098",6,8,5,0,0,0,2,1,0,4
"Cdca7",1278,1733,1156,622,768,838,749,948,664,952
"Mtx2",1229,1794,1858,1782,2219,1964,1733,1388,2968,2188
"Agps",3639,3750,2707,5338,3619,4149,4804,4495,2138,4017
"Plekha3",339,1226,168,507,340,333,528,1076,202,251
"Itga4",13133,16141,9281,19369,17768,12904,11378,15150,9159,12611
"Ube2e3",2243,1902,1449,1515,1648,1982,1968,1420,1526,1145
"Dnajc10",3301,3469,3438,5209,4318,3229,3530,3086,3751,4253
"Itgav",3002,1867,828,1630,1313,1556,2231,1734,814,868
"Tmx2",3364,5589,5376,7654,6536,5514,4795,4931,8700,8665
"Ube2l6",5526,8730,8584,6016,6010,5859,3971,2526,4276,3952
"Calcrl",1507,843,1401,2201,2243,1604,1422,1268,1298,1350
"Celf1",7818,9340,7938,11883,9999,6534,7260,7370,9591,10407
"Ptprj",3959,3908,1647,668,647,4424,4997,2781,1085,1095
"Nup160",2023,4410,4086,3798,3533,3816,3483,2430,2411,3174
"Ckap5",2822,3365,1961,2981,4661,2741,2882,2027,931,1709
"Cry2",592,617,1071,695,1420,618,704,638,576,1463
"Trp53i11",8528,11401,12931,5053,5443,3100,4094,3309,4251,5235
"Cd82",21250,28082,22017,26419,35808,33984,38080,25398,32829,31396
"Accs",236,451,449,418,85,445,393,340,551,406
"Ext2",3856,4272,5697,7187,7283,5146,3810,3988,4819,6003
"Hsd17b12",5172,4133,3612,4284,3992,7147,7292,4666,4878,4451
"Abtb2",2402,3012,3538,6543,6686,2975,2756,3376,2581,5735
"Cd44",14389,13006,12005,15036,13474,22816,23338,15624,16111,17001
"Pdhx",646,1457,1414,1396,1299,1004,892,917,1080,1439
"Cstf3",1986,2303,1707,2220,1950,2271,1905,1709,2755,2961
"Hipk3",5148,4737,1508,2960,2299,4093,5613,5148,1457,1270
"Slc12a6",6339,7367,4806,3465,3404,3297,4404,3465,1937,1828
"Emc7",2300,2805,3509,4358,4504,4291,4332,4179,6863,5047
"Aqr",3922,7469,6691,8613,9362,7804,6810,6725,5320,11276
"Rasgrp1",8637,12476,9378,14384,16473,12155,11790,14695,8694,15700
"Rmdn3",1563,1283,2142,1853,1304,1697,1436,1913,1941,2030
"Vps39",4355,3213,4943,3332,3549,5421,4115,4361,3840,4368
"Mga",2239,3273,1269,2119,1936,1358,2604,2599,1459,1405
"Ganc",1205,1303,1708,1772,1427,1101,1142,1340,1492,1498
"Trp53bp1",2314,3017,1720,1525,1721,1590,1962,1639,659,1911
"Mfap1a",1491,1594,1850,2423,2349,1431,1435,1419,1935,2116
"Tmem62",576,1274,1226,1877,1679,1410,885,841,1333,1407
"Atp8b4",2590,5706,5171,12966,12979,10491,9032,9678,8041,11466
"Hdc",2070,682,619,240,36,2531,2108,1112,194,503
"Usp8",5177,4978,6341,5215,7660,7581,6803,4913,5537,6992
"Itpripl1",1832,1332,796,986,898,1518,3027,2612,1632,1488
"Stard7",6058,7579,6991,7860,7435,5946,6352,6864,6572,7626
"Ap4e1",1597,1041,1039,1491,1936,762,1047,959,1632,1542
"Tmem87b",1222,1441,1754,1797,2157,1459,1001,1531,1649,1855
"Mertk",5086,2178,3243,1142,1977,8429,7757,2090,4090,1373
"Sirpa",20161,11571,19997,6950,13327,38171,34606,8165,19097,6262
"Il1b",4727,1006,1977,661,750,3760,2878,949,800,968
"Polr1b",2009,2455,1828,1628,1081,2636,1761,2947,1640,2807
"Itpa",524,1331,1816,1658,1742,1388,1083,1278,2081,1534
"Ptpra",5714,6769,2153,2542,1081,4038,5845,4284,1891,1141
"Pcna",4398,5662,5454,8226,8118,5675,4895,5418,7030,8666
"Tmx4",1124,1596,1071,2788,3373,1591,1793,1514,1380,1666
"Sec23b",6330,6458,6068,6313,8862,6823,5254,6263,7777,9234
"Dstn",2891,3069,2647,3675,4212,5617,5475,2530,5814,4212
"Xrn2",9401,16629,13528,20215,22632,16436,14873,18294,21312,24191
"Abhd12",5950,5458,6954,4075,4892,9448,9990,4257,9304,4682
"Apmap",1518,2100,2738,3371,3863,2643,2217,3072,3171,3522
"H13",8380,10765,12571,12602,12817,11814,10791,10888,14352,17739
"Bcl2l1",1621,4123,2699,4425,3439,3577,4321,4569,5174,6820
"Tbc1d20",1582,2356,2860,2456,2456,2266,1923,1229,2361,2591
"Mapre1",13036,13372,11555,16124,17322,12571,12630,11503,16401,16901
"Asxl1",1667,2496,1392,1103,1100,1193,1402,1944,1880,1500
"Tspyl3",2088,2904,3501,3240,2986,1970,2233,2855,2676,4419
"Raly",3768,3739,3886,4720,7252,5259,4583,5612,6235,4957
"Snta1",538,532,338,98,84,1210,1316,291,330,124
"Cep250",2505,3201,2670,2306,2487,3443,2728,2122,1546,2038
"Gss",1161,1174,2126,1992,2195,2459,2913,1323,4132,2243
"Rbm12",4176,2527,3318,4146,3534,2240,2370,2462,3165,3339
"Edem2",4380,4967,6121,5138,5295,6412,5338,5248,6502,6483
"Cpne1",8332,7405,8040,9462,10518,8405,7510,8644,8558,11913
"Pigu",1454,1766,2137,2705,2413,2774,2046,2418,3364,3961
"Rbl1",2653,2927,2230,3177,3728,3410,3146,2752,2676,3522
"Rprd1b",2895,3185,4033,3635,2886,2398,2699,2596,4496,3735
"Ctnnbl1",3366,4379,5552,5494,4908,3687,3125,3486,5816,6103
"Ppp1r16b",10541,11511,10110,6261,5394,3734,6688,7793,3123,5664
"Ralgapb",2564,3251,1415,2562,1963,2759,3243,3572,1590,1223
"Top1",3462,4026,4288,5122,5095,4751,3774,3750,3717,4284
"Pkig",3671,4321,5592,740,805,1364,1264,518,1598,488
"Stk4",17659,19441,16312,21753,21455,15619,17212,15653,10106,18342
"Slc35c2",4928,4788,7037,3822,4225,5642,4684,3671,6700,5522
"Dnttip1",1990,2435,2574,2248,2107,2230,2329,2543,2205,2677
"Ncoa5",3221,3160,4379,3365,3046,2107,2320,2306,2862,3338
"Pcif1",4530,6254,7454,7950,7074,5226,5992,5008,5537,8004
"Zmynd8",4029,3562,3419,3175,2385,2530,3048,3114,2165,2299
"Ncoa3",6595,9688,8798,5916,5882,6282,8386,5790,5148,7085
"Prex1",11950,16906,13743,13472,22290,18279,20486,15869,4428,12489
"Stau1",3551,3214,3748,4133,3834,2984,3540,3617,2678,4618
"Rnf114",11601,13157,16879,15433,14860,17594,14334,15999,19720,22973
"Arfgef2",2509,3320,1699,1649,2059,2926,3851,2816,1605,1412
"Nfatc2",2356,5321,3823,5280,5063,5982,6229,6645,2553,4834
"Zfp64",918,1294,1440,1688,1502,1175,1062,1564,2120,1551
"Zfp217",938,1011,354,290,330,886,1117,1310,542,640
"Aurka",685,904,956,733,466,170,243,261,440,145
"Rab22a",1850,2418,2213,2741,2941,2340,2749,2339,2564,2691
"Gnas",17601,22400,6733,5844,5447,7940,19486,19384,6486,6076
"Tubb1",2301,363,723,190,31,1007,620,158,474,160
"Gmeb2",1052,1498,814,949,979,858,813,1065,392,511
"Dnajc5",6402,9725,5186,7455,7487,8630,8483,6479,4656,5716
"Nmt2",3378,2169,1055,1534,1898,1164,1950,2774,1465,1439
"Rpp38",835,488,919,696,214,810,576,904,614,663
"Hspa14",4239,7373,6327,7574,6350,4306,4963,5802,7165,7542
"Dclre1c",881,750,839,1137,655,1326,1429,908,961,589
"Fam107b",19861,24441,26250,36586,37840,21749,18405,22491,23300,29583
"Prpf18",2483,3573,4424,4701,5465,4239,3109,3938,4849,5381
"Sephs1",1937,2345,1818,2302,2599,2500,2818,2643,2680,2464
"Phyh",3017,2418,2624,2665,2512,4135,3623,2430,5024,3445
"Optn",1315,896,570,477,279,956,833,252,713,165
"Cdc123",3499,4768,4701,5738,5749,4403,4487,3984,5576,6130
"Sec61a2",286,608,799,666,505,316,205,505,355,499
"Nudt5",1549,1262,1360,1642,1841,2333,1465,1979,2622,2759
"Gata3",2709,5171,1968,4513,4507,3370,4377,5228,3394,4053
"Atp5c1",15584,14925,15527,17673,17615,16643,16079,19534,21061,24692
"Rbm17",3942,6286,6966,6969,6690,5075,6820,5753,7466,8474
"Il15ra",786,658,1228,1618,1210,2528,1533,1999,2080,1863
"Ankrd16",790,1090,2138,1161,1393,1113,1065,1396,1252,1190
"Vim",14887,20214,20297,18405,24970,18170,16383,21054,22150,24696
"Bmi1",2452,3054,1260,2103,1912,2514,3259,2851,2060,1900
"Commd3",3287,4135,4376,4316,4557,12283,10558,11096,18462,16765
"Msrb2",539,451,792,498,400,319,324,392,524,438
"Otud1",1769,2576,254,217,151,334,988,1083,214,86
"Thnsl1",182,169,250,200,300,236,381,493,180,334
"Abi1",9679,10020,8584,11443,12005,11806,10583,10617,11695,12359
"Yme1l1",6222,6137,4789,6693,5491,6975,7191,7169,5398,6995
"Il1rn",1223,210,136,86,76,1280,1010,1066,206,232
"Psd4",9167,12683,11382,12899,14656,7100,7383,9985,5986,13677
"Zmynd19",286,360,38,110,34,103,322,520,80,12
"Mrpl41",1310,2022,2283,2335,2420,2132,1951,2192,3565,2584
"Dph7",962,1625,1427,2076,1693,1103,1195,1645,1632,2351
"Arrdc1",6841,9352,12608,10081,8453,5673,6448,5922,8031,9180
"Nsmf",712,407,471,694,911,466,414,430,314,768
"Tubb4b",6472,7572,13031,8442,7300,9243,7615,9148,11377,13261
"Nelfb",8115,10785,13475,13629,11978,7922,7725,7078,10684,12946
"Anapc2",4590,5130,8117,7593,8120,4983,5828,4433,6652,9998
"Ndor1",3126,3676,4930,4377,4554,4132,3918,4482,3692,5313
"Nrarp",88,334,466,230,300,1118,888,1084,842,906
"Tmem203",640,723,789,482,316,731,834,727,950,935
"Tor4a",7618,10002,12290,11095,11240,8869,8017,8633,10061,11887
"Ssna1",2919,4016,5362,4979,5264,3122,2634,3697,4970,5319
"Tprn",126,1130,1101,1268,863,514,618,840,680,886
"Fut7",308,426,489,195,448,218,234,280,290,491
"Sapcd2",366,0,44,36,46,0,0,0,0,0
"Dpp7",998,1225,1704,1088,975,1629,1339,1248,2277,1187
"Uap1l1",2161,2135,2209,1072,1644,3462,3146,1935,2748,2056
"Man1b1",1302,4137,1147,798,844,1177,2635,1632,744,957
"Traf2",3550,5487,6483,5808,5067,3350,3199,4129,4727,5949
"Abca2",2787,5390,2189,2333,2199,4298,5516,5921,1229,1651
"C8g",138,208,398,314,227,168,172,273,224,176
"Fbxw5",3345,3300,5522,3018,3128,4104,3936,3836,3128,3877
"Tmem141",1194,570,1296,398,1109,2036,1554,863,1632,912
"Phpt1",1489,1807,1985,1125,1005,1368,1522,1587,1535,1969
"Fcna",17693,16077,29283,9383,16380,63250,62071,19248,57584,15447
"Rabl6",1940,2580,1764,1407,1145,2393,2546,2399,2020,1589
"Bmyc",1859,2137,2845,632,721,870,801,1016,844,772
"Ubac1",3394,5083,3949,4019,3695,2945,2545,2446,4266,3502
"Inpp5e",1590,2010,1661,1335,1847,1620,1890,1846,1177,1658
"Dnlz",798,1246,1579,1269,1514,1355,1402,1275,881,1891
"Snapc4",1101,2668,1798,1086,1100,1643,2011,1110,1011,1470
"Sec16a",6318,7415,3202,3211,3421,5082,5942,7021,2097,4202
"Pmpca",2330,4302,5324,4947,5081,5005,4308,4555,4463,8586
"Agpat2",639,1474,1286,1615,1469,1208,1457,1412,1464,2991
"Snora43",0,12,14,17,10,0,1,5,0,15
"Snora17",0,3,5,0,0,6,4,0,0,13
"Lcn4",337,457,689,1125,877,1180,922,1269,1519,1452
"Rexo4",3283,4628,5516,5309,5215,2898,3102,3456,4775,5316
"Med22",2132,1885,2281,2733,3654,2943,1935,3250,2911,3149
"Surf2",1129,1723,1829,1420,1245,1417,1331,1752,1767,1979
"Surf1",1877,2430,3080,3536,2769,2347,2332,1924,4171,3626
"Surf4",9209,11164,15885,14650,16660,13394,13582,11345,15938,18835
"Rpl7a",17866,27167,10746,8151,7505,11717,15647,20454,12572,15033
"Surf6",1414,2136,2237,1844,2147,2084,1722,1821,1448,2488
"Cacfd1",1560,1572,1936,2082,2213,1235,1357,937,1737,1476
"Slc2a6",890,466,891,294,280,856,389,114,94,68
"Brd3",3360,4157,3483,2919,3696,2584,1828,3047,2579,2283
"Mrps2",1544,1168,2256,1438,1494,1775,1317,1925,1685,2015
"Ralgds",1644,2378,1647,858,612,690,1244,947,778,670
"Gbgt1",0,26,83,0,51,335,229,121,193,0
"Gfi1b",576,406,303,162,96,34,24,0,0,0
"Tsc1",983,2590,2750,1570,1719,1590,1691,2007,1273,1684
"Ddx31",1530,2507,1960,2753,2131,1812,1752,2505,2580,3286
"Ttf1",1346,2288,3246,3947,4004,2653,2168,1765,1520,2929
"Setx",5112,5270,2560,3442,2999,3924,4016,4177,2558,2812
"6530402F18Rik",715,741,799,846,731,701,924,827,812,1225
"Coq4",748,315,602,436,390,545,327,370,796,226
"Trub2",951,1212,1819,1413,1678,1188,1358,1157,1215,1549
"Cercam",430,406,816,868,1724,715,651,246,614,1248
"Slc27a4",1112,1316,774,930,1342,928,1240,776,822,974
"Urm1",324,671,222,331,353,685,536,546,314,451
"Odf2",3282,3848,4348,4018,5448,2756,2315,2547,3112,4131
"Gle1",3241,4248,5244,5286,5666,3460,4429,3841,7088,6471
"Zer1",1967,2403,1153,1303,767,1297,1460,1772,620,1089
"Set",14186,14193,7179,10141,7677,10501,13704,14836,6179,8211
"Zdhhc12",541,1037,1217,683,838,1126,840,862,889,861
"Spout1",1140,2133,2264,1974,2009,1480,1466,1356,1768,2308
"Lrrc8a",1587,1361,1933,1165,1789,1004,1868,1408,1750,1817
"Kyat1",284,495,531,416,1097,416,501,418,1173,909
"Endog",387,535,641,377,359,487,609,475,556,807
"Miga2",829,842,730,441,311,247,452,325,505,543
"Dolpp1",899,1926,2071,1613,1902,1534,1271,1479,948,1949
"Sh3glb2",1841,2474,1595,1638,1751,1501,1874,2053,1504,1771
"Dolk",1295,760,1938,1364,1410,2022,1848,1258,2102,1880
"Nup188",1733,2304,981,909,750,1541,2077,1930,907,839
"Ptpa",4604,5544,7205,5103,5608,4250,3709,3471,3942,5272
"Asb6",2526,4769,4654,4568,3922,2834,2720,2699,2669,4194
"Ntmt1",566,990,1610,1056,1143,691,923,951,1355,1459
"Usp20",989,2750,1725,1425,2198,1239,1535,1920,1305,2253
"Tor1b",2060,1753,2492,2374,2820,2147,2090,1858,2322,3288
"BC005624",3420,4729,5856,5063,5482,3846,3900,4190,6280,6104
"Tor1a",2360,3474,3545,4536,4200,4335,3486,3254,4930,4621
"Exosc2",2158,2453,2134,2514,1986,1808,1914,2114,2264,2457
"Qrfp",70,270,246,159,24,64,136,202,275,230
"Mir7674",1,2,2,15,2,10,0,8,15,1
"Fam78a",3747,4982,2922,3765,3390,4975,5135,7698,3496,3100
"Prrc2b",3441,4717,1886,2204,2909,2931,2670,4859,2154,1917
"Golga2",2073,2665,2376,2711,2770,2768,2019,2306,1804,3070
"Uck1",2957,3443,4432,3848,3808,3977,2972,3203,5293,5576
"Swi5",4588,4664,4232,5475,4960,4670,4852,5009,5900,6629
"Lcn2",1834,2307,919,492,88,1136,1505,744,230,76
"Slc25a25",429,1128,1133,1144,716,1135,689,875,870,961
"1110008P14Rik",1772,1781,1993,1321,1776,1653,1597,1680,2420,1915
"Ptges2",518,1438,1597,1501,2139,1386,1417,1083,1405,1441
"Naif1",661,372,793,245,297,592,463,279,390,485
"St6galnac4",2365,4427,4412,3185,3971,4054,4315,2797,4929,5517
"Fam102a",5940,9456,6687,7645,6295,8638,8524,10070,4921,9323
"Dpm2",2158,2739,3204,3171,3675,2739,2744,3206,3997,3840
"Cdk9",5249,7393,8651,6218,6528,6115,5620,4760,5393,6574
"Mir3960",6,13,0,1,0,7,1,3,1,0
"Sh2d3c",5190,10725,11232,13787,13625,10396,9233,9678,11486,18627
"Fpgs",1159,988,1432,1052,1304,563,716,786,587,1088
"Tor2a",1743,3306,3489,2916,3078,2566,2195,2557,3052,3830
"Ptrh1",8,256,77,180,185,131,108,177,122,205
"Slc2a8",604,474,763,651,712,656,1018,409,1047,848
"Snora65",331,460,160,116,45,74,190,368,108,101
"Rpl12",44653,71078,12857,9116,7668,18207,35126,54076,12044,16006
"Zbtb43",826,2078,1353,1387,1742,712,920,866,1008,1590
"Fbxw2",5129,5610,5352,7461,8115,6813,6164,5125,7523,8086
"Hspa5",43166,52738,53001,49467,44393,56762,52408,49925,57227,65030
"Rabepk",1567,1350,1827,1530,1185,1813,1940,2242,3438,3149
"Traf1",5980,8092,8909,10348,7540,8840,9380,9314,8767,13181
"Rab14",13099,11093,10872,13133,11822,12401,14118,10407,12938,11763
"Stom",4628,2813,2866,1574,1664,2800,2270,732,1116,456
"Ggta1",1995,1661,1985,1408,1344,1942,2283,1425,3215,2212
"Rbm18",1667,3061,3730,3321,4092,3385,3541,3733,4489,4885
"Ptgs1",3655,2393,4390,1198,3491,10605,10425,3022,8427,2648
"Mir684-1",134,69,16,108,89,97,162,140,74,138
"Rc3h2",1896,1934,725,1113,612,1732,2279,1814,869,866
"Zbtb6",446,333,369,638,910,645,686,614,998,821
"Zbtb26",504,347,273,128,218,208,506,340,142,223
"Psmb7",2592,1854,2335,2230,2209,2335,2476,2944,3342,2783
"Arpc5l",9158,10587,12175,8109,8761,5904,4714,5573,8534,10391
"Rpl35",14485,16756,17503,12153,11434,13814,13457,17574,20185,22694
"Ppp6c",5179,4211,4901,5449,6303,4967,4392,4877,6487,7618
